,year,category,movie,nominee,is_winner
2776,1954,SOUND RECORDING,The Mississippi Gambler| (1954),"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",False
2777,1954,SOUND RECORDING,The War of the Worlds| (1954),"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",False
2778,1954,SPECIAL EFFECTS,The War of the Worlds| (1954),Paramount Studio,True
2779,1954,WRITING (Motion Picture Story),Above and Beyond| (1954),"Beirne Lay, Jr.",False
2780,1954,WRITING (Motion Picture Story),The Captain's Paradise| (1954),Alec Coppel,False
2781,1954,WRITING (Motion Picture Story),Hondo| (1954),Louis L'Amour,False
2782,1954,WRITING (Motion Picture Story),Little Fugitive| (1954),"Ray Ashley, Morris Engel, Ruth Orkin",False
2783,1954,WRITING (Motion Picture Story),Roman Holiday| (1954),Dalton Trumbo,True
2784,1954,WRITING (Screenplay),The Cruel Sea| (1954),Eric Ambler,False
2785,1954,WRITING (Screenplay),From Here to Eternity| (1954),Daniel Taradash,True
2786,1954,WRITING (Screenplay),Lili| (1954),Helen Deutsch,False
2787,1954,WRITING (Screenplay),Roman Holiday| (1954),"Ian McLellan Hunter, John Dighton",False
2788,1954,WRITING (Screenplay),Shane| (1954),"A. B. Guthrie, Jr.",False
2789,1954,WRITING (Story and Screenplay),The Band Wagon| (1954),"Betty Comden, Adolph Green",False
2790,1954,WRITING (Story and Screenplay),The Desert Rats| (1954),Richard Murphy,False
2791,1954,WRITING (Story and Screenplay),The Naked Spur| (1954),"Sam Rolfe, Harold Jack Bloom",False
2792,1954,WRITING (Story and Screenplay),Take the High Ground| (1954),Millard Kaufman,False
2793,1954,WRITING (Story and Screenplay),Titanic| (1954),"Charles Brackett, Walter Reisch, Richard Breen",True
2794,1955,ACTOR,The Caine Mutiny| (1955),Humphrey Bogart,False
2795,1955,ACTOR,On the Waterfront| (1955),Marlon Brando,True
2796,1955,ACTOR,The Country Girl| (1955),Bing Crosby,False
2797,1955,ACTOR,A Star Is Born| (1955),James Mason,False
2798,1955,ACTOR,Adventures of Robinson Crusoe| (1955),Dan O'Herlihy,False
2799,1955,ACTOR IN A SUPPORTING ROLE,On the Waterfront| (1955),Lee J. Cobb,False
2800,1955,ACTOR IN A SUPPORTING ROLE,On the Waterfront| (1955),Karl Malden,False
2801,1955,ACTOR IN A SUPPORTING ROLE,The Barefoot Contessa| (1955),Edmond O'Brien,True
2802,1955,ACTOR IN A SUPPORTING ROLE,On the Waterfront| (1955),Rod Steiger,False
2803,1955,ACTOR IN A SUPPORTING ROLE,The Caine Mutiny| (1955),Tom Tully,False
2804,1955,ACTRESS,Carmen Jones| (1955),Dorothy Dandridge,False
2805,1955,ACTRESS,A Star Is Born| (1955),Judy Garland,False
2806,1955,ACTRESS,Sabrina| (1955),Audrey Hepburn,False
2807,1955,ACTRESS,The Country Girl| (1955),Grace Kelly,True
2808,1955,ACTRESS,Magnificent Obsession| (1955),Jane Wyman,False
2809,1955,ACTRESS IN A SUPPORTING ROLE,Executive Suite| (1955),Nina Foch,False
2810,1955,ACTRESS IN A SUPPORTING ROLE,Broken Lance| (1955),Katy Jurado,False
2811,1955,ACTRESS IN A SUPPORTING ROLE,On the Waterfront| (1955),Eva Marie Saint,True
2812,1955,ACTRESS IN A SUPPORTING ROLE,The High and the Mighty| (1955),Jan Sterling,False
2813,1955,ACTRESS IN A SUPPORTING ROLE,The High and the Mighty| (1955),Claire Trevor,False
2814,1955,ART DIRECTION (Black-and-White),The Country Girl| (1955),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Grace Gregory",False
2815,1955,ART DIRECTION (Black-and-White),Executive Suite| (1955),"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Emile Kuri",False
2816,1955,ART DIRECTION (Black-and-White),Le Plaisir| (1955),Max Ophuls,False
2817,1955,ART DIRECTION (Black-and-White),On the Waterfront| (1955),Richard Day,True
2818,1955,ART DIRECTION (Black-and-White),Sabrina| (1955),"Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",False
2819,1955,ART DIRECTION (Color),Brigadoon| (1955),"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",False
2820,1955,ART DIRECTION (Color),Desiree| (1955),"Art Direction:  Lyle Wheeler, Leland Fuller;  Set Decoration:  Walter M. Scott, Paul S. Fox",False
2821,1955,ART DIRECTION (Color),Red Garters| (1955),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Ray Moyer",False
2822,1955,ART DIRECTION (Color),A Star Is Born| (1955),"Art Direction:  Malcolm Bert, Gene Allen, Irene Sharaff;  Set Decoration:  George James Hopkins",False
2823,1955,ART DIRECTION (Color),"20,000 Leagues under the Sea| (1955)",Art Direction:  John Meehan;  Set Decoration:  Emile Kuri,True
2824,1955,CINEMATOGRAPHY (Black-and-White),The Country Girl| (1955),John F. Warren,False
2825,1955,CINEMATOGRAPHY (Black-and-White),Executive Suite| (1955),George Folsey,False
2826,1955,CINEMATOGRAPHY (Black-and-White),On the Waterfront| (1955),Boris Kaufman,True
2827,1955,CINEMATOGRAPHY (Black-and-White),Rogue Cop| (1955),John Seitz,False
2828,1955,CINEMATOGRAPHY (Black-and-White),Sabrina| (1955),"Charles Lang, Jr.",False
2829,1955,CINEMATOGRAPHY (Color),The Egyptian| (1955),Leon Shamroy,False
2830,1955,CINEMATOGRAPHY (Color),Rear Window| (1955),Robert Burks,False
2831,1955,CINEMATOGRAPHY (Color),Seven Brides for Seven Brothers| (1955),George Folsey,False
2832,1955,CINEMATOGRAPHY (Color),The Silver Chalice| (1955),William V. Skall,False
2833,1955,CINEMATOGRAPHY (Color),Three Coins in the Fountain| (1955),Milton Krasner,True
2834,1955,COSTUME DESIGN (Black-and-White),The Earrings of Madame de...| (1955),"Georges Annenkov, Rosine Delamare",False
2835,1955,COSTUME DESIGN (Black-and-White),Executive Suite| (1955),Helen Rose,False
2836,1955,COSTUME DESIGN (Black-and-White),Indiscretion of an American Wife| (1955),Christian Dior,False
2837,1955,COSTUME DESIGN (Black-and-White),It Should Happen to You| (1955),Jean Louis,False
2838,1955,COSTUME DESIGN (Black-and-White),Sabrina| (1955),Edith Head,True
2839,1955,COSTUME DESIGN (Color),Brigadoon| (1955),Irene Sharaff,False
2840,1955,COSTUME DESIGN (Color),Desiree| (1955),"Charles LeMaire, René Hubert",False
2841,1955,COSTUME DESIGN (Color),Gate of Hell| (1955),Sanzo Wada,True
2842,1955,COSTUME DESIGN (Color),A Star Is Born| (1955),"Jean Louis, Mary Ann Nyberg, Irene Sharaff",False
2843,1955,COSTUME DESIGN (Color),There's No Business Like Show Business| (1955),"Charles LeMaire, Travilla, Miles White",False
2844,1955,DIRECTING,The Country Girl| (1955),George Seaton,False
2845,1955,DIRECTING,The High and the Mighty| (1955),William Wellman,False
2846,1955,DIRECTING,On the Waterfront| (1955),Elia Kazan,True
2847,1955,DIRECTING,Rear Window| (1955),Alfred Hitchcock,False
2848,1955,DIRECTING,Sabrina| (1955),Billy Wilder,False
2849,1955,DOCUMENTARY (Feature),The Stratford Adventure| (1955),"Guy Glover, Producer",False
2850,1955,DOCUMENTARY (Feature),The Vanishing Prairie| (1955),"Walt Disney, Producer",True
2851,1955,DOCUMENTARY (Short Subject),Jet Carrier| (1955),"Otto Lang, Producer",False
2852,1955,DOCUMENTARY (Short Subject),Rembrandt: A Self-Portrait| (1955),"Morrie Roizman, Producer",False
2853,1955,DOCUMENTARY (Short Subject),Thursday's Children| (1955),World Wide Pictures and Morse Films,True
2854,1955,FILM EDITING,The Caine Mutiny| (1955),"William A. Lyon, Henry Batista",False
2855,1955,FILM EDITING,The High and the Mighty| (1955),Ralph Dawson,False
2856,1955,FILM EDITING,On the Waterfront| (1955),Gene Milford,True
2857,1955,FILM EDITING,Seven Brides for Seven Brothers| (1955),Ralph E. Winters,False
2858,1955,FILM EDITING,"20,000 Leagues under the Sea| (1955)",Elmo Williams,False
2859,1955,MUSIC (Music Score of a Dramatic or Comedy Picture),The Caine Mutiny| (1955),Max Steiner,False
2860,1955,MUSIC (Music Score of a Dramatic or Comedy Picture),Genevieve| (1955),Larry Adler,False
2861,1955,MUSIC (Music Score of a Dramatic or Comedy Picture),The High and the Mighty| (1955),Dimitri Tiomkin,True
2862,1955,MUSIC (Music Score of a Dramatic or Comedy Picture),On the Waterfront| (1955),Leonard Bernstein,False
2863,1955,MUSIC (Music Score of a Dramatic or Comedy Picture),The Silver Chalice| (1955),Franz Waxman,False
2864,1955,MUSIC (Scoring of a Musical Picture),Carmen Jones| (1955),Herschel Burke Gilbert,False
2865,1955,MUSIC (Scoring of a Musical Picture),The Glenn Miller Story| (1955),"Joseph Gershenson, Henry Mancini",False
2866,1955,MUSIC (Scoring of a Musical Picture),Seven Brides for Seven Brothers| (1955),"Adolph Deutsch, Saul Chaplin",True
2867,1955,MUSIC (Scoring of a Musical Picture),A Star Is Born| (1955),Ray Heindorf,False
2868,1955,MUSIC (Scoring of a Musical Picture),There's No Business Like Show Business| (1955),"Alfred Newman, Lionel Newman",False
2869,1955,MUSIC (Song),White Christmas| (1955),Music and Lyrics by Irving Berlin,False
2870,1955,MUSIC (Song),The High and the Mighty| (1955),Music by Dimitri Tiomkin; Lyrics by Ned Washington,False
2871,1955,MUSIC (Song),Susan Slept Here| (1955),Music and Lyrics by Jack Lawrence and Richard Myers,False
2872,1955,MUSIC (Song),A Star Is Born| (1955),Music by Harold Arlen; Lyrics by Ira Gershwin,False
2873,1955,MUSIC (Song),Three Coins in the Fountain| (1955),Music by Jule Styne; Lyrics by Sammy Cahn,True
2874,1955,BEST MOTION PICTURE,The Caine Mutiny| (1955),"Stanley Kramer, Producer",False
2875,1955,BEST MOTION PICTURE,The Country Girl| (1955),"William Perlberg, Producer",False
2876,1955,BEST MOTION PICTURE,On the Waterfront| (1955),"Sam Spiegel, Producer",True
2877,1955,BEST MOTION PICTURE,Seven Brides for Seven Brothers| (1955),"Jack Cummings, Producer",False
2878,1955,BEST MOTION PICTURE,Three Coins in the Fountain| (1955),"Sol C. Siegel, Producer",False
2879,1955,SHORT SUBJECT (Cartoon),Crazy Mixed Up Pup| (1955),"Walter Lantz, Producer",False
2880,1955,SHORT SUBJECT (Cartoon),Pigs Is Pigs| (1955),"Walt Disney, Producer",False
2881,1955,SHORT SUBJECT (Cartoon),Sandy Claws| (1955),"Edward Selzer, Producer",False
2882,1955,SHORT SUBJECT (Cartoon),"Touché, Pussy Cat| (1955)","Fred Quimby, Producer",False
2883,1955,SHORT SUBJECT (Cartoon),When Magoo Flew| (1955),"Stephen Bosustow, Producer",True
2884,1955,SHORT SUBJECT (One-reel),The First Piano Quartette| (1955),"Otto Lang, Producer",False
2885,1955,SHORT SUBJECT (One-reel),The Strauss Fantasy| (1955),"Johnny Green, Producer",False
2886,1955,SHORT SUBJECT (One-reel),This Mechanical Age| (1955),"Robert Youngson, Producer",True
2887,1955,SHORT SUBJECT (Two-reel),Beauty and the Bull| (1955),"Cedric Francis, Producer",False
2888,1955,SHORT SUBJECT (Two-reel),Jet Carrier| (1955),"Otto Lang, Producer",False
2889,1955,SHORT SUBJECT (Two-reel),Siam| (1955),"Walt Disney, Producer",False
2890,1955,SHORT SUBJECT (Two-reel),A Time Out of War| (1955),"Denis Sanders and Terry Sanders, Producers",True
2891,1955,SOUND RECORDING,Brigadoon| (1955),"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director",False
2892,1955,SOUND RECORDING,The Caine Mutiny| (1955),"Columbia Studio Sound Department, John P. Livadary, Sound Director",False
2893,1955,SOUND RECORDING,The Glenn Miller Story| (1955),"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",True
2894,1955,SOUND RECORDING,Rear Window| (1955),"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",False
2895,1955,SOUND RECORDING,Susan Slept Here| (1955),"RKO Radio Studio Sound Department, John O. Aalberg, Sound Director",False
2896,1955,SPECIAL EFFECTS,Hell and High Water| (1955),20th Century-Fox Studio,False
2897,1955,SPECIAL EFFECTS,Them!| (1955),Warner Bros. Studio,False
2898,1955,SPECIAL EFFECTS,"20,000 Leagues under the Sea| (1955)",Walt Disney Studios,True
2899,1955,WRITING (Motion Picture Story),"Bread, Love and Dreams| (1955)",Ettore Margadonna,False
2900,1955,WRITING (Motion Picture Story),Broken Lance| (1955),Philip Yordan,True
2901,1955,WRITING (Motion Picture Story),Forbidden Games| (1955),François Boyer,False
2902,1955,WRITING (Motion Picture Story),Night People| (1955),"Jed Harris, Tom Reed",False
2903,1955,WRITING (Motion Picture Story),There's No Business Like Show Business| (1955),Lamar Trotti,False
2904,1955,WRITING (Screenplay),The Caine Mutiny| (1955),Stanley Roberts,False
2905,1955,WRITING (Screenplay),The Country Girl| (1955),George Seaton,True
2906,1955,WRITING (Screenplay),Rear Window| (1955),John Michael Hayes,False
2907,1955,WRITING (Screenplay),Sabrina| (1955),"Billy Wilder, Samuel Taylor, Ernest Lehman",False
2908,1955,WRITING (Screenplay),Seven Brides for Seven Brothers| (1955),"Albert Hackett, Frances Goodrich, Dorothy Kingsley",False
2909,1955,WRITING (Story and Screenplay),The Barefoot Contessa| (1955),Joseph L. Mankiewicz,False
2910,1955,WRITING (Story and Screenplay),Genevieve| (1955),William Rose,False
2911,1955,WRITING (Story and Screenplay),The Glenn Miller Story| (1955),"Valentine Davies, Oscar Brodney",False
2912,1955,WRITING (Story and Screenplay),Knock on Wood| (1955),"Norman Panama, Melvin Frank",False
2913,1955,WRITING (Story and Screenplay),On the Waterfront| (1955),Budd Schulberg,True
2914,1956,ACTOR,Marty| (1956),Ernest Borgnine,True
2915,1956,ACTOR,Love Me or Leave Me| (1956),James Cagney,False
2916,1956,ACTOR,East of Eden| (1956),James Dean,False
2917,1956,ACTOR,The Man with the Golden Arm| (1956),Frank Sinatra,False
2918,1956,ACTOR,Bad Day at Black Rock| (1956),Spencer Tracy,False
2919,1956,ACTOR IN A SUPPORTING ROLE,Trial| (1956),Arthur Kennedy,False
2920,1956,ACTOR IN A SUPPORTING ROLE,Mister Roberts| (1956),Jack Lemmon,True
2921,1956,ACTOR IN A SUPPORTING ROLE,Marty| (1956),Joe Mantell,False
2922,1956,ACTOR IN A SUPPORTING ROLE,Rebel without a Cause| (1956),Sal Mineo,False
2923,1956,ACTOR IN A SUPPORTING ROLE,Picnic| (1956),Arthur O'Connell,False
2924,1956,ACTRESS,I'll Cry Tomorrow| (1956),Susan Hayward,False
2925,1956,ACTRESS,Summertime| (1956),Katharine Hepburn,False
2926,1956,ACTRESS,Love Is a Many-Splendored Thing| (1956),Jennifer Jones,False
2927,1956,ACTRESS,The Rose Tattoo| (1956),Anna Magnani,True
2928,1956,ACTRESS,Interrupted Melody| (1956),Eleanor Parker,False
2929,1956,ACTRESS IN A SUPPORTING ROLE,Marty| (1956),Betsy Blair,False
2930,1956,ACTRESS IN A SUPPORTING ROLE,Pete Kelly's Blues| (1956),Peggy Lee,False
2931,1956,ACTRESS IN A SUPPORTING ROLE,The Rose Tattoo| (1956),Marisa Pavan,False
2932,1956,ACTRESS IN A SUPPORTING ROLE,East of Eden| (1956),Jo Van Fleet,True
2933,1956,ACTRESS IN A SUPPORTING ROLE,Rebel without a Cause| (1956),Natalie Wood,False
2934,1956,ART DIRECTION (Black-and-White),Blackboard Jungle| (1956),"Art Direction:  Cedric Gibbons, Randall Duell;  Set Decoration:  Edwin B. Willis, Henry Grace",False
2935,1956,ART DIRECTION (Black-and-White),I'll Cry Tomorrow| (1956),"Art Direction:  Cedric Gibbons, Malcolm Brown;  Set Decoration:  Edwin B. Willis, Hugh B. Hunt",False
2936,1956,ART DIRECTION (Black-and-White),The Man with the Golden Arm| (1956),Art Direction:  Joseph C. Wright;  Set Decoration:  Darrell Silvera,False
2937,1956,ART DIRECTION (Black-and-White),Marty| (1956),"Art Direction:  Edward S. Haworth, Walter Simonds;  Set Decoration:  Robert Priestley",False
2938,1956,ART DIRECTION (Black-and-White),The Rose Tattoo| (1956),"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Arthur Krams",True
2939,1956,ART DIRECTION (Color),Daddy Long Legs| (1956),"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott, Paul S. Fox",False
2940,1956,ART DIRECTION (Color),Guys and Dolls| (1956),"Art Direction:  Oliver Smith, Joseph C. Wright;  Set Decoration:  Howard Bristol",False
2941,1956,ART DIRECTION (Color),Love Is a Many-Splendored Thing| (1956),"Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Walter M. Scott, Jack Stubbs",False
2942,1956,ART DIRECTION (Color),Picnic| (1956),"Art Direction:  William Flannery, Jo Mielziner;  Set Decoration:  Robert Priestley",True
2943,1956,ART DIRECTION (Color),To Catch a Thief| (1956),"Art Direction:  Hal Pereira, Joseph McMillan Johnson;  Set Decoration:  Sam Comer, Arthur Krams",False
2944,1956,CINEMATOGRAPHY (Black-and-White),Blackboard Jungle| (1956),Russell Harlan,False
2945,1956,CINEMATOGRAPHY (Black-and-White),I'll Cry Tomorrow| (1956),Arthur E. Arling,False
2946,1956,CINEMATOGRAPHY (Black-and-White),Marty| (1956),Joseph LaShelle,False
2947,1956,CINEMATOGRAPHY (Black-and-White),Queen Bee| (1956),Charles Lang,False
2948,1956,CINEMATOGRAPHY (Black-and-White),The Rose Tattoo| (1956),James Wong Howe,True
2949,1956,CINEMATOGRAPHY (Color),Guys and Dolls| (1956),Harry Stradling,False
2950,1956,CINEMATOGRAPHY (Color),Love Is a Many-Splendored Thing| (1956),Leon Shamroy,False
2951,1956,CINEMATOGRAPHY (Color),A Man Called Peter| (1956),Harold Lipstein,False
2952,1956,CINEMATOGRAPHY (Color),Oklahoma!| (1956),Robert Surtees,False
2953,1956,CINEMATOGRAPHY (Color),To Catch a Thief| (1956),Robert Burks,True
2954,1956,COSTUME DESIGN (Black-and-White),I'll Cry Tomorrow| (1956),Helen Rose,True
2955,1956,COSTUME DESIGN (Black-and-White),The Pickwick Papers| (1956),Beatrice Dawson,False
2956,1956,COSTUME DESIGN (Black-and-White),Queen Bee| (1956),Jean Louis,False
2957,1956,COSTUME DESIGN (Black-and-White),The Rose Tattoo| (1956),Edith Head,False
2958,1956,COSTUME DESIGN (Black-and-White),Ugetsu| (1956),Tadaoto Kainoscho,False
2959,1956,COSTUME DESIGN (Color),Guys and Dolls| (1956),Irene Sharaff,False
2960,1956,COSTUME DESIGN (Color),Interrupted Melody| (1956),Helen Rose,False
2961,1956,COSTUME DESIGN (Color),Love Is a Many-Splendored Thing| (1956),Charles LeMaire,True
2962,1956,COSTUME DESIGN (Color),To Catch a Thief| (1956),Edith Head,False
2963,1956,COSTUME DESIGN (Color),The Virgin Queen| (1956),"Charles LeMaire, Mary Wills",False
2964,1956,DIRECTING,Bad Day at Black Rock| (1956),John Sturges,False
2965,1956,DIRECTING,East of Eden| (1956),Elia Kazan,False
2966,1956,DIRECTING,Marty| (1956),Delbert Mann,True
2967,1956,DIRECTING,Picnic| (1956),Joshua Logan,False
2968,1956,DIRECTING,Summertime| (1956),David Lean,False
2969,1956,DOCUMENTARY (Feature),Heartbreak Ridge| (1956),"Rene Risacher, Producer",False
2970,1956,DOCUMENTARY (Feature),Helen Keller in Her Story| (1956),"Nancy Hamilton, Producer",True
2971,1956,DOCUMENTARY (Short Subject),The Battle of Gettysburg| (1956),"Dore Schary, Producer",False
2972,1956,DOCUMENTARY (Short Subject),The Face of Lincoln| (1956),"Wilbur T. Blume, Producer",False
2973,1956,DOCUMENTARY (Short Subject),Men against the Arctic| (1956),"Walt Disney, Producer",True
2974,1956,FILM EDITING,Blackboard Jungle| (1956),Ferris Webster,False
2975,1956,FILM EDITING,The Bridges at Toko-Ri| (1956),Alma Macrorie,False
2976,1956,FILM EDITING,Oklahoma!| (1956),"Gene Ruggiero, George Boemler",False
2977,1956,FILM EDITING,Picnic| (1956),"Charles Nelson, William A. Lyon",True
2978,1956,FILM EDITING,The Rose Tattoo| (1956),Warren Low,False
2979,1956,MUSIC (Music Score of a Dramatic or Comedy Picture),Battle Cry| (1956),Max Steiner,False
2980,1956,MUSIC (Music Score of a Dramatic or Comedy Picture),Love Is a Many-Splendored Thing| (1956),Alfred Newman,True
2981,1956,MUSIC (Music Score of a Dramatic or Comedy Picture),The Man with the Golden Arm| (1956),Elmer Bernstein,False
2982,1956,MUSIC (Music Score of a Dramatic or Comedy Picture),Picnic| (1956),George Duning,False
2983,1956,MUSIC (Music Score of a Dramatic or Comedy Picture),The Rose Tattoo| (1956),Alex North,False
2984,1956,MUSIC (Scoring of a Musical Picture),Daddy Long Legs| (1956),Alfred Newman,False
2985,1956,MUSIC (Scoring of a Musical Picture),Guys and Dolls| (1956),"Jay Blackton, Cyril J. Mockridge",False
2986,1956,MUSIC (Scoring of a Musical Picture),It's Always Fair Weather| (1956),Andre Previn,False
2987,1956,MUSIC (Scoring of a Musical Picture),Love Me or Leave Me| (1956),"Percy Faith, George Stoll",False
2988,1956,MUSIC (Scoring of a Musical Picture),Oklahoma!| (1956),"Robert Russell Bennett, Jay Blackton, Adolph Deutsch",True
2989,1956,MUSIC (Song),Love Me or Leave Me| (1956),Music by Nicholas Brodszky; Lyrics by Sammy Cahn,False
2990,1956,MUSIC (Song),Love Is a Many-Splendored Thing| (1956),Music by Sammy Fain; Lyrics by Paul Francis Webster,True
2991,1956,MUSIC (Song),Daddy Long Legs| (1956),Music and Lyrics by Johnny Mercer,False
2992,1956,MUSIC (Song),The Tender Trap| (1956),Music by James Van Heusen; Lyrics by Sammy Cahn,False
2993,1956,MUSIC (Song),Unchained| (1956),Music by Alex North; Lyrics by Hy Zaret,False
2994,1956,BEST MOTION PICTURE,Love Is a Many-Splendored Thing| (1956),"Buddy Adler, Producer",False
2995,1956,BEST MOTION PICTURE,Marty| (1956),"Harold Hecht, Producer",True
2996,1956,BEST MOTION PICTURE,Mister Roberts| (1956),"Leland Hayward, Producer",False
2997,1956,BEST MOTION PICTURE,Picnic| (1956),"Fred Kohlmar, Producer",False
2998,1956,BEST MOTION PICTURE,The Rose Tattoo| (1956),"Hal B. Wallis, Producer",False
2999,1956,SHORT SUBJECT (Cartoon),Good Will to Men| (1956),"Fred Quimby, William Hanna and Joseph Barbera, Producers",False
3000,1956,SHORT SUBJECT (Cartoon),The Legend of Rock-a-bye Point| (1956),"Walter Lantz, Producer",False
3001,1956,SHORT SUBJECT (Cartoon),No Hunting| (1956),"Walt Disney, Producer",False
3002,1956,SHORT SUBJECT (Cartoon),Speedy Gonzales| (1956),"Edward Selzer, Producer",True
3003,1956,SHORT SUBJECT (One-reel),Gadgets Galore| (1956),"Robert Youngson, Producer",False
3004,1956,SHORT SUBJECT (One-reel),Survival City| (1956),"Edmund Reek, Producer",True
3005,1956,SHORT SUBJECT (One-reel),3rd Ave. El| (1956),"Carson Davidson, Producer",False
3006,1956,SHORT SUBJECT (One-reel),Three Kisses| (1956),"Justin Herman, Producer",False
3007,1956,SHORT SUBJECT (Two-reel),The Battle of Gettysburg| (1956),"Dore Schary, Producer",False
3008,1956,SHORT SUBJECT (Two-reel),The Face of Lincoln| (1956),"Wilbur T. Blume, Producer",True
3009,1956,SHORT SUBJECT (Two-reel),On the Twelfth Day...| (1956),"George K. Arthur, Producer",False
3010,1956,SHORT SUBJECT (Two-reel),Switzerland| (1956),"Walt Disney, Producer",False
3011,1956,SHORT SUBJECT (Two-reel),24-Hour Alert| (1956),"Cedric Francis, Producer",False
3012,1956,SOUND RECORDING,Love Is a Many-Splendored Thing| (1956),"20th Century-Fox Studio Sound Department, Carl W. Faulkner, Sound Director",False
3013,1956,SOUND RECORDING,Love Me or Leave Me| (1956),"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director",False
3014,1956,SOUND RECORDING,Mister Roberts| (1956),"Warner Bros. Studio Sound Department, William A. Mueller, Sound Director",False
3015,1956,SOUND RECORDING,Not as a Stranger| (1956),"Radio Corporation of America Sound Department, Watson Jones, Sound Director",False
3016,1956,SOUND RECORDING,Oklahoma!| (1956),"Todd-AO Sound Department, Fred Hynes, Sound Director",True
3017,1956,SPECIAL EFFECTS,The Bridges at Toko-Ri| (1956),Paramount Studio,True
3018,1956,SPECIAL EFFECTS,The Dam Busters| (1956),"Associated British Picture Corporation, Ltd.",False
3019,1956,SPECIAL EFFECTS,The Rains of Ranchipur| (1956),20th Century-Fox Studio,False
3020,1956,WRITING (Motion Picture Story),Love Me or Leave Me| (1956),Daniel Fuchs,True
3021,1956,WRITING (Motion Picture Story),The Private War of Major Benson| (1956),"Joe Connelly, Bob Mosher",False
3022,1956,WRITING (Motion Picture Story),Rebel without a Cause| (1956),Nicholas Ray,False
3023,1956,WRITING (Motion Picture Story),The Sheep Has Five Legs| (1956),"Jean Marsan, Henry Troyat, Jacques Perret, Henri Verneuil, Raoul Ploquin",False
3024,1956,WRITING (Motion Picture Story),Strategic Air Command| (1956),"Beirne Lay, Jr.",False
3025,1956,WRITING (Screenplay),Bad Day at Black Rock| (1956),Millard Kaufman,False
3026,1956,WRITING (Screenplay),Blackboard Jungle| (1956),Richard Brooks,False
3027,1956,WRITING (Screenplay),East of Eden| (1956),Paul Osborn,False
3028,1956,WRITING (Screenplay),Love Me or Leave Me| (1956),"Daniel Fuchs, Isobel Lennart",False
3029,1956,WRITING (Screenplay),Marty| (1956),Paddy Chayefsky,True
3030,1956,WRITING (Story and Screenplay),The Court-Martial of Billy Mitchell| (1956),"Milton Sperling, Emmet Lavery",False
3031,1956,WRITING (Story and Screenplay),Interrupted Melody| (1956),"William Ludwig, Sonya Levien",True
3032,1956,WRITING (Story and Screenplay),It's Always Fair Weather| (1956),"Betty Comden, Adolph Green",False
3033,1956,WRITING (Story and Screenplay),Mr. Hulot's Holiday| (1956),"Jacques Tati, Henri Marquet",False
3034,1956,WRITING (Story and Screenplay),The Seven Little Foys| (1956),"Melville Shavelson, Jack Rose",False
3035,1957,ACTOR,The King and I| (1957),Yul Brynner,True
3036,1957,ACTOR,Giant| (1957),James Dean,False
3037,1957,ACTOR,Lust for Life| (1957),Kirk Douglas,False
3038,1957,ACTOR,Giant| (1957),Rock Hudson,False
3039,1957,ACTOR,Richard III| (1957),Sir Laurence Olivier,False
3040,1957,ACTOR IN A SUPPORTING ROLE,Bus Stop| (1957),Don Murray,False
3041,1957,ACTOR IN A SUPPORTING ROLE,Friendly Persuasion| (1957),Anthony Perkins,False
3042,1957,ACTOR IN A SUPPORTING ROLE,Lust for Life| (1957),Anthony Quinn,True
3043,1957,ACTOR IN A SUPPORTING ROLE,The Bold and the Brave| (1957),Mickey Rooney,False
3044,1957,ACTOR IN A SUPPORTING ROLE,Written on the Wind| (1957),Robert Stack,False
3045,1957,ACTRESS,Baby Doll| (1957),Carroll Baker,False
3046,1957,ACTRESS,Anastasia| (1957),Ingrid Bergman,True
3047,1957,ACTRESS,The Rainmaker| (1957),Katharine Hepburn,False
3048,1957,ACTRESS,The Bad Seed| (1957),Nancy Kelly,False
3049,1957,ACTRESS,The King and I| (1957),Deborah Kerr,False
3050,1957,ACTRESS IN A SUPPORTING ROLE,Baby Doll| (1957),Mildred Dunnock,False
3051,1957,ACTRESS IN A SUPPORTING ROLE,The Bad Seed| (1957),Eileen Heckart,False
3052,1957,ACTRESS IN A SUPPORTING ROLE,Giant| (1957),Mercedes McCambridge,False
3053,1957,ACTRESS IN A SUPPORTING ROLE,The Bad Seed| (1957),Patty McCormack,False
3054,1957,ACTRESS IN A SUPPORTING ROLE,Written on the Wind| (1957),Dorothy Malone,True
